timestamp_unix,timestamp_iso,participant_full_id,accelerometers_std_g,missing_value_reason
1733272740000,2024-12-04T00:39:00Z,101-1-1-102024,0.001,
1733272800000,2024-12-04T00:40:00Z,101-1-1-102024,0.001,
1733272860000,2024-12-04T00:41:00Z,101-1-1-102024,0.001,
1733272920000,2024-12-04T00:42:00Z,101-1-1-102024,0.001,
1733272980000,2024-12-04T00:43:00Z,101-1-1-102024,0.001,
1733273040000,2024-12-04T00:44:00Z,101-1-1-102024,0.001,
1733273100000,2024-12-04T00:45:00Z,101-1-1-102024,0.001,
1733273160000,2024-12-04T00:46:00Z,101-1-1-102024,0.016,
1733273220000,2024-12-04T00:47:00Z,101-1-1-102024,0.001,
1733273280000,2024-12-04T00:48:00Z,101-1-1-102024,0.001,
1733273340000,2024-12-04T00:49:00Z,101-1-1-102024,0.001,
1733273400000,2024-12-04T00:50:00Z,101-1-1-102024,0.005,
1733273460000,2024-12-04T00:51:00Z,101-1-1-102024,0.036,
1733273520000,2024-12-04T00:52:00Z,101-1-1-102024,0.001,
1733273580000,2024-12-04T00:53:00Z,101-1-1-102024,0.001,
1733273640000,2024-12-04T00:54:00Z,101-1-1-102024,0.001,
1733273700000,2024-12-04T00:55:00Z,101-1-1-102024,0.001,
1733273760000,2024-12-04T00:56:00Z,101-1-1-102024,0.01,
1733273820000,2024-12-04T00:57:00Z,101-1-1-102024,0.001,
1733273880000,2024-12-04T00:58:00Z,101-1-1-102024,0.001,
1733273940000,2024-12-04T00:59:00Z,101-1-1-102024,0.001,
1733274000000,2024-12-04T01:00:00Z,101-1-1-102024,0.001,
1733274060000,2024-12-04T01:01:00Z,101-1-1-102024,0.001,
1733274120000,2024-12-04T01:02:00Z,101-1-1-102024,0.001,
1733274180000,2024-12-04T01:03:00Z,101-1-1-102024,0.002,
1733274240000,2024-12-04T01:04:00Z,101-1-1-102024,0.002,
1733274300000,2024-12-04T01:05:00Z,101-1-1-102024,0.001,
1733274360000,2024-12-04T01:06:00Z,101-1-1-102024,0.001,
1733274420000,2024-12-04T01:07:00Z,101-1-1-102024,0.01,
1733274480000,2024-12-04T01:08:00Z,101-1-1-102024,0.001,
1733274540000,2024-12-04T01:09:00Z,101-1-1-102024,0.001,
1733274600000,2024-12-04T01:10:00Z,101-1-1-102024,0.001,
1733274660000,2024-12-04T01:11:00Z,101-1-1-102024,0.001,
1733274720000,2024-12-04T01:12:00Z,101-1-1-102024,0.001,
1733274780000,2024-12-04T01:13:00Z,101-1-1-102024,0.001,
1733274840000,2024-12-04T01:14:00Z,101-1-1-102024,0.001,
1733274900000,2024-12-04T01:15:00Z,101-1-1-102024,0.026,
1733274960000,2024-12-04T01:16:00Z,101-1-1-102024,0.008,
